Date,T1,T2
2018-01-09-13:32:47,-0.009,-0.066
2018-01-09-13:32:52,-0.009,-0.068
2018-01-09-13:32:57,-0.007,-0.068
2018-01-09-13:33:02,-0.009,-0.065
2018-01-09-13:33:07,-0.006,-0.067
2018-01-09-13:33:12,-0.007,-0.067
2018-01-09-13:33:17,-0.007,-0.065
2018-01-09-13:33:22,-0.006,-0.068
2018-01-09-13:33:27,-0.008,-0.067
2018-01-09-13:33:32,-0.007,-0.064
2018-01-09-13:33:37,-0.008,-0.068
2018-01-09-13:33:42,-0.007,-0.067
2018-01-09-13:33:47,-0.006,-0.067
2018-01-09-13:33:52,-0.006,-0.068
2018-01-09-13:33:57,-0.006,-0.068
2018-01-09-13:34:02,-0.007,-0.066
2018-01-09-13:34:07,-0.007,-0.069
2018-01-09-13:34:12,-0.008,-0.066
2018-01-09-13:34:17,-0.01,-0.065
2018-01-09-13:34:22,-0.006,-0.067
2018-01-09-13:34:27,-0.006,-0.066
2018-01-09-13:34:32,-0.006,-0.063
2018-01-09-13:34:37,-0.006,-0.066
2018-01-09-13:34:42,-0.007,-0.066
2018-01-09-13:34:47,-0.007,-0.064
2018-01-09-13:34:52,-0.006,-0.066
2018-01-09-13:34:57,-0.005,-0.066
2018-01-09-13:35:02,-0.008,-0.065
2018-01-09-13:35:07,-0.007,-0.067
2018-01-09-13:35:12,-0.006,-0.068
2018-01-09-13:35:17,-0.007,-0.066
2018-01-09-13:35:22,-0.005,-0.069
2018-01-09-13:35:27,-0.006,-0.067
2018-01-09-13:35:32,-0.007,-0.065
2018-01-09-13:35:37,-0.007,-0.068
2018-01-09-13:35:42,-0.007,-0.066
2018-01-09-13:35:47,-0.008,-0.064
2018-01-09-13:35:52,-0.006,-0.066
2018-01-09-13:35:57,-0.007,-0.064
2018-01-09-13:36:02,-0.007,-0.064
2018-01-09-13:36:07,-0.008,-0.067
2018-01-09-13:36:12,-0.007,-0.066
2018-01-09-13:36:17,-0.007,-0.063
2018-01-09-13:36:22,-0.006,-0.066
2018-01-09-13:36:27,-0.009,-0.066
2018-01-09-13:36:32,-0.007,-0.063
2018-01-09-13:36:37,-0.007,-0.068
2018-01-09-13:36:42,-0.005,-0.066
2018-01-09-13:36:47,-0.005,-0.066
2018-01-09-13:36:52,-0.006,-0.068
2018-01-09-13:36:57,-0.006,-0.066
2018-01-09-13:37:02,-0.009,-0.064
2018-01-09-13:37:07,-0.007,-0.066
2018-01-09-13:37:12,-0.005,-0.065
2018-01-09-13:37:17,-0.008,-0.063
2018-01-09-13:37:22,-0.006,-0.065
2018-01-09-13:37:27,-0.007,-0.065
2018-01-09-13:37:32,-0.007,-0.064
2018-01-09-13:37:37,-0.008,-0.066
2018-01-09-13:37:42,-0.007,-0.065
2018-01-09-13:37:47,-0.007,-0.063
2018-01-09-13:37:52,-0.007,-0.067
2018-01-09-13:37:57,-0.007,-0.065
2018-01-09-13:38:02,-0.006,-0.065
2018-01-09-13:38:07,-0.004,-0.068
2018-01-09-13:38:12,-0.004,-0.067
2018-01-09-13:38:17,-0.006,-0.066
2018-01-09-13:38:22,-0.005,-0.067
2018-01-09-13:38:27,-0.006,-0.066
2018-01-09-13:38:32,-0.006,-0.064
2018-01-09-13:38:37,-0.005,-0.066
2018-01-09-13:38:42,-0.005,-0.064
2018-01-09-13:38:47,-0.005,-0.062
2018-01-09-13:38:52,-0.006,-0.066
2018-01-09-13:38:57,-0.006,-0.065
2018-01-09-13:39:02,-0.007,-0.062
2018-01-09-13:39:07,-0.006,-0.066
2018-01-09-13:39:12,-0.006,-0.064
2018-01-09-13:39:17,-0.006,-0.063
2018-01-09-13:39:22,-0.005,-0.066
2018-01-09-13:39:27,-0.005,-0.066
2018-01-09-13:39:32,-0.005,-0.065
2018-01-09-13:39:37,-0.004,-0.068
2018-01-09-13:39:42,-0.005,-0.066
2018-01-09-13:39:47,-0.006,-0.064
2018-01-09-13:39:52,-0.006,-0.067
2018-01-09-13:39:57,-0.005,-0.065
2018-01-09-13:40:02,-0.005,-0.063
2018-01-09-13:40:07,-0.005,-0.066
2018-01-09-13:40:12,-0.005,-0.063
2018-01-09-13:40:17,-0.006,-0.062
2018-01-09-13:40:22,-0.006,-0.065
2018-01-09-13:40:27,-0.008,-0.064
2018-01-09-13:40:32,-0.006,-0.062
2018-01-09-13:40:37,-0.003,-0.065
2018-01-09-13:40:42,-0.005,-0.064
2018-01-09-13:40:47,-0.006,-0.063
2018-01-09-13:40:52,-0.004,-0.066
2018-01-09-13:40:57,-0.005,-0.065
2018-01-09-13:41:02,-0.004,-0.064
2018-01-09-13:41:07,-0.004,-0.067
2018-01-09-13:41:12,-0.005,-0.064
2018-01-09-13:41:17,-0.006,-0.063
2018-01-09-13:41:22,-0.006,-0.066
2018-01-09-13:41:27,-0.005,-0.064
2018-01-09-13:41:32,-0.007,-0.063
2018-01-09-13:41:37,-0.005,-0.064
2018-01-09-13:41:42,-0.005,-0.063
2018-01-09-13:41:47,-0.006,-0.062
2018-01-09-13:41:52,-0.007,-0.063
2018-01-09-13:41:57,-0.005,-0.063
2018-01-09-13:42:02,-0.005,-0.061
2018-01-09-13:42:07,-0.006,-0.065
2018-01-09-13:42:12,-0.005,-0.063
2018-01-09-13:42:17,-0.005,-0.063
2018-01-09-13:42:22,-0.004,-0.067
2018-01-09-13:42:27,-0.003,-0.066
2018-01-09-13:42:32,-0.005,-0.064
2018-01-09-13:42:37,-0.004,-0.066
2018-01-09-13:42:42,-0.006,-0.065
2018-01-09-13:42:47,-0.005,-0.062
2018-01-09-13:42:52,-0.004,-0.065
2018-01-09-13:42:57,-0.004,-0.063
2018-01-09-13:43:02,-0.005,-0.061
2018-01-09-13:43:07,-0.005,-0.065
2018-01-09-13:43:12,-0.006,-0.064
2018-01-09-13:43:17,-0.006,-0.062
2018-01-09-13:43:22,-0.005,-0.065
2018-01-09-13:43:27,-0.003,-0.064
2018-01-09-13:43:32,-0.004,-0.062
2018-01-09-13:43:37,-0.005,-0.066
2018-01-09-13:43:42,-0.003,-0.064
2018-01-09-13:43:47,-0.003,-0.064
2018-01-09-13:43:52,-0.003,-0.067
2018-01-09-13:43:57,-0.003,-0.065
2018-01-09-13:44:02,-0.004,-0.062
2018-01-09-13:44:07,-0.005,-0.066
2018-01-09-13:44:12,-0.006,-0.064
2018-01-09-13:44:17,-0.006,-0.064
2018-01-09-13:44:22,-0.003,-0.065
2018-01-09-13:44:27,-0.004,-0.062
2018-01-09-13:44:32,-0.005,-0.062
2018-01-09-13:44:37,-0.005,-0.064
2018-01-09-13:44:42,-0.005,-0.063
2018-01-09-13:44:47,-0.005,-0.061
2018-01-09-13:44:52,-0.002,-0.064
2018-01-09-13:44:57,-0.005,-0.064
2018-01-09-13:45:02,-0.007,-0.062
2018-01-09-13:45:07,-0.003,-0.065
2018-01-09-13:45:12,-0.003,-0.065
2018-01-09-13:45:17,-0.003,-0.065
2018-01-09-13:45:22,-0.005,-0.066
2018-01-09-13:45:27,-0.004,-0.065
2018-01-09-13:45:32,-0.006,-0.063
2018-01-09-13:45:37,-0.005,-0.066
2018-01-09-13:45:42,-0.007,-0.063
2018-01-09-13:45:47,-0.004,-0.063
2018-01-09-13:45:52,-0.004,-0.063
2018-01-09-13:45:57,-0.004,-0.062
2018-01-09-13:46:02,-0.006,-0.061
2018-01-09-13:46:07,-0.005,-0.065
2018-01-09-13:46:12,-0.005,-0.063
2018-01-09-13:46:17,-0.005,-0.062
2018-01-09-13:46:22,-0.004,-0.062
2018-01-09-13:46:27,-0.004,-0.062
2018-01-09-13:46:32,-0.005,-0.061
2018-01-09-13:46:37,-0.005,-0.062
2018-01-09-13:46:42,-0.004,-0.063
2018-01-09-13:46:47,-0.004,-0.063
2018-01-09-13:46:52,-0.005,-0.063
2018-01-09-13:46:57,-0.004,-0.063
2018-01-09-13:47:02,-0.005,-0.064
2018-01-09-13:47:07,-0.006,-0.064
2018-01-09-13:47:12,-0.004,-0.063
2018-01-09-13:47:17,-0.004,-0.066
2018-01-09-13:47:22,-0.004,-0.064
2018-01-09-13:47:27,-0.005,-0.064
2018-01-09-13:47:32,-0.003,-0.064
2018-01-09-13:47:37,-0.004,-0.065
2018-01-09-13:47:42,-0.003,-0.064
2018-01-09-13:47:47,-0.004,-0.065
2018-01-09-13:47:52,-0.004,-0.064
2018-01-09-13:47:57,-0.003,-0.064
2018-01-09-13:48:02,-0.004,-0.064
2018-01-09-13:48:07,-0.004,-0.064
2018-01-09-13:48:12,-0.003,-0.065
2018-01-09-13:48:17,-0.004,-0.065
2018-01-09-13:48:22,-0.003,-0.064
2018-01-09-13:48:27,-0.004,-0.063
2018-01-09-13:48:32,-0.004,-0.063
2018-01-09-13:48:37,-0.004,-0.063
2018-01-09-13:48:42,-0.004,-0.063
2018-01-09-13:48:47,-0.004,-0.062
2018-01-09-13:48:52,-0.004,-0.063
2018-01-09-13:48:57,-0.003,-0.062
2018-01-09-13:49:02,-0.003,-0.062
2018-01-09-13:49:07,-0.004,-0.062
2018-01-09-13:49:12,-0.004,-0.063
2018-01-09-13:49:17,-0.003,-0.062
2018-01-09-13:49:22,-0.004,-0.062
2018-01-09-13:49:27,-0.004,-0.062
2018-01-09-13:49:32,-0.004,-0.061
2018-01-09-13:49:37,-0.005,-0.062
2018-01-09-13:49:42,-0.004,-0.062
2018-01-09-13:49:47,-0.005,-0.062
2018-01-09-13:49:52,-0.004,-0.062
2018-01-09-13:49:57,-0.004,-0.061
2018-01-09-13:50:02,-0.003,-0.062
2018-01-09-13:50:07,-0.003,-0.061
2018-01-09-13:50:12,-0.003,-0.062
2018-01-09-13:50:17,-0.002,-0.062
2018-01-09-13:50:22,-0.004,-0.062
2018-01-09-13:50:27,-0.003,-0.062
2018-01-09-13:50:32,-0.002,-0.061
2018-01-09-13:50:37,-0.004,-0.062
2018-01-09-13:50:42,-0.004,-0.061
2018-01-09-13:50:47,-0.004,-0.062
2018-01-09-13:50:52,-0.004,-0.062
2018-01-09-13:50:57,-0.004,-0.062
2018-01-09-13:51:02,-0.004,-0.061
2018-01-09-13:51:07,-0.003,-0.062
2018-01-09-13:51:12,-0.004,-0.06
2018-01-09-13:51:17,-0.004,-0.061
2018-01-09-13:51:22,-0.002,-0.06
2018-01-09-13:51:27,-0.004,-0.059
2018-01-09-13:51:32,-0.004,-0.061
2018-01-09-13:51:37,-0.004,-0.061
2018-01-09-13:51:42,-0.003,-0.062
2018-01-09-13:51:47,-0.003,-0.061
2018-01-09-13:51:52,-0.003,-0.065
2018-01-09-13:51:57,-0.001,-0.062
2018-01-09-13:52:02,-0.003,-0.063
2018-01-09-13:52:07,-0.002,-0.063
2018-01-09-13:52:12,-0.002,-0.063
2018-01-09-13:52:17,-0.003,-0.062
2018-01-09-13:52:22,-0.003,-0.063
2018-01-09-13:52:27,-0.003,-0.062
2018-01-09-13:52:32,-0.003,-0.062
2018-01-09-13:52:37,-0.003,-0.062
2018-01-09-13:52:42,-0.004,-0.063
2018-01-09-13:52:47,-0.002,-0.062
2018-01-09-13:52:52,-0.003,-0.063
2018-01-09-13:52:57,-0.001,-0.063
2018-01-09-13:53:02,-0.003,-0.062
2018-01-09-13:53:07,-0.004,-0.062
2018-01-09-13:53:12,-0.002,-0.062
2018-01-09-13:53:17,-0.002,-0.062
2018-01-09-13:53:22,-0.003,-0.062
2018-01-09-13:53:27,-0.003,-0.062
2018-01-09-13:53:32,-0.003,-0.062
2018-01-09-13:53:37,-0.003,-0.062
2018-01-09-13:53:42,-0.002,-0.062
2018-01-09-13:53:47,-0.002,-0.062
2018-01-09-13:53:52,-0.003,-0.061
2018-01-09-13:53:57,-0.003,-0.061
2018-01-09-13:54:02,-0.003,-0.061
2018-01-09-13:54:07,-0.002,-0.061
2018-01-09-13:54:12,-0.003,-0.061
2018-01-09-13:54:17,-0.003,-0.061
2018-01-09-13:54:22,-0.003,-0.061
2018-01-09-13:54:27,-0.003,-0.061
2018-01-09-13:54:32,-0.003,-0.061
2018-01-09-13:54:37,-0.003,-0.061
2018-01-09-13:54:42,-0.003,-0.061
2018-01-09-13:54:47,-0.004,-0.061
2018-01-09-13:54:52,-0.003,-0.061
2018-01-09-13:54:57,-0.003,-0.061
2018-01-09-13:55:02,-0.004,-0.061
2018-01-09-13:55:07,-0.003,-0.061
2018-01-09-13:55:12,-0.003,-0.06
2018-01-09-13:55:17,-0.003,-0.06
2018-01-09-13:55:22,-0.003,-0.061
2018-01-09-13:55:27,-0.003,-0.06
2018-01-09-13:55:32,-0.003,-0.06
2018-01-09-13:55:37,-0.003,-0.06
2018-01-09-13:55:42,-0.002,-0.061
2018-01-09-13:55:47,-0.002,-0.06
2018-01-09-13:55:52,-0.003,-0.061
2018-01-09-13:55:57,-0.002,-0.061
2018-01-09-13:56:02,-0.003,-0.06
2018-01-09-13:56:07,-0.001,-0.061
2018-01-09-13:56:12,-0.002,-0.061
2018-01-09-13:56:17,-0.003,-0.061
2018-01-09-13:56:22,-0.004,-0.061
2018-01-09-13:56:27,-0.005,-0.062
2018-01-09-13:56:32,-0.003,-0.062
2018-01-09-13:56:37,-0.003,-0.062
2018-01-09-13:56:42,-0.002,-0.062
2018-01-09-13:56:47,-0.003,-0.061
2018-01-09-13:56:52,-0.002,-0.062
2018-01-09-13:56:57,-0.004,-0.062
2018-01-09-13:57:02,-0.003,-0.061
2018-01-09-13:57:07,-0.003,-0.063
2018-01-09-13:57:12,-0.003,-0.062
2018-01-09-13:57:17,-0.003,-0.062
2018-01-09-13:57:22,-0.003,-0.062
2018-01-09-13:57:27,-0.002,-0.063
2018-01-09-13:57:32,-0.004,-0.063
2018-01-09-13:57:37,-0.002,-0.062
2018-01-09-13:57:42,-0.003,-0.062
2018-01-09-13:57:47,-0.002,-0.063
2018-01-09-13:57:52,-0.003,-0.062
2018-01-09-13:57:57,-0.003,-0.063
2018-01-09-13:58:02,-0.002,-0.063
2018-01-09-13:58:07,-0.002,-0.062
2018-01-09-13:58:12,-0.002,-0.062
2018-01-09-13:58:17,-0.003,-0.062
2018-01-09-13:58:22,-0.002,-0.062
2018-01-09-13:58:27,-0.002,-0.062
2018-01-09-13:58:32,-0.003,-0.062
2018-01-09-13:58:37,-0.002,-0.062
2018-01-09-13:58:42,-0.003,-0.061
2018-01-09-13:58:47,-0.001,-0.061
2018-01-09-13:58:52,-0.003,-0.062
2018-01-09-13:58:57,-0.002,-0.061
2018-01-09-13:59:02,-0.003,-0.061
2018-01-09-13:59:07,-0.002,-0.061
2018-01-09-13:59:12,-0.002,-0.061
2018-01-09-13:59:17,-0.003,-0.06
2018-01-09-13:59:22,-0.003,-0.061
2018-01-09-13:59:27,-0.004,-0.061
2018-01-09-13:59:32,-0.003,-0.061
2018-01-09-13:59:37,-0.003,-0.061
2018-01-09-13:59:42,-0.003,-0.061
2018-01-09-13:59:47,-0.002,-0.061
2018-01-09-13:59:52,-0.003,-0.06
2018-01-09-13:59:57,-0.002,-0.061
2018-01-09-14:00:02,-0.003,-0.061
2018-01-09-14:00:07,-0.003,-0.061
2018-01-09-14:00:12,-0.002,-0.061
2018-01-09-14:00:17,-0.003,-0.061
2018-01-09-14:00:22,-0.003,-0.06
2018-01-09-14:00:27,-0.002,-0.06
2018-01-09-14:00:32,-0.002,-0.061
2018-01-09-14:00:37,-0.003,-0.061
2018-01-09-14:00:42,-0.002,-0.061
2018-01-09-14:00:47,-0.003,-0.061
2018-01-09-14:00:52,-0.003,-0.061
2018-01-09-14:00:57,-0.003,-0.061
2018-01-09-14:01:02,-0.003,-0.061
2018-01-09-14:01:07,-0.002,-0.061
2018-01-09-14:01:12,-0.002,-0.062
2018-01-09-14:01:17,-0.002,-0.062
2018-01-09-14:01:22,-0.001,-0.063
2018-01-09-14:01:27,-0.002,-0.063
2018-01-09-14:01:32,-0.004,-0.061
2018-01-09-14:01:37,-0.001,-0.063
2018-01-09-14:01:42,-0.001,-0.061
2018-01-09-14:01:47,-0.001,-0.059
2018-01-09-14:01:52,-0.001,-0.062
2018-01-09-14:01:57,-0.002,-0.062
2018-01-09-14:02:02,-0.002,-0.061
2018-01-09-14:02:07,-0.002,-0.063
2018-01-09-14:02:12,-0.001,-0.061
2018-01-09-14:02:17,-0.002,-0.06
2018-01-09-14:02:22,-0.002,-0.063
2018-01-09-14:02:27,0.001,-0.063
2018-01-09-14:02:32,0,-0.063
2018-01-09-14:02:37,0.002,-0.065
2018-01-09-14:02:42,0.001,-0.065
2018-01-09-14:02:47,-0.001,-0.063
2018-01-09-14:02:52,-0.001,-0.065
2018-01-09-14:02:57,-0.002,-0.064
2018-01-09-14:03:02,-0.001,-0.061
2018-01-09-14:03:07,0,-0.064
2018-01-09-14:03:12,0,-0.061
2018-01-09-14:03:17,-0.002,-0.061
2018-01-09-14:03:22,-0.001,-0.063
2018-01-09-14:03:27,-0.002,-0.063
2018-01-09-14:03:32,-0.001,-0.061
2018-01-09-14:03:37,-0.002,-0.064
2018-01-09-14:03:42,-0.003,-0.063
2018-01-09-14:03:47,-0.003,-0.062
2018-01-09-14:03:52,0,-0.064
2018-01-09-14:03:57,0.001,-0.065
2018-01-09-14:04:02,-0.002,-0.063
2018-01-09-14:04:07,-0.001,-0.066
2018-01-09-14:04:12,-0.002,-0.065
2018-01-09-14:04:17,-0.003,-0.063
2018-01-09-14:04:22,-0.001,-0.065
2018-01-09-14:04:27,-0.002,-0.063
2018-01-09-14:04:32,-0.001,-0.061
2018-01-09-14:04:37,-0.001,-0.065
2018-01-09-14:04:42,-0.002,-0.061
2018-01-09-14:04:47,-0.003,-0.061
2018-01-09-14:04:52,-0.001,-0.065
2018-01-09-14:04:57,-0.003,-0.063
2018-01-09-14:05:02,-0.002,-0.061
2018-01-09-14:05:07,-0.002,-0.064
2018-01-09-14:05:12,-0.001,-0.064
2018-01-09-14:05:17,-0.002,-0.062
2018-01-09-14:05:22,0.002,-0.066
2018-01-09-14:05:27,-0.001,-0.065
2018-01-09-14:05:32,-0.002,-0.064
2018-01-09-14:05:37,-0.001,-0.066
2018-01-09-14:05:42,-0.002,-0.065
2018-01-09-14:05:47,-0.002,-0.063
2018-01-09-14:05:52,-0.001,-0.065
2018-01-09-14:05:57,-0.001,-0.063
2018-01-09-14:06:02,-0.001,-0.061
2018-01-09-14:06:07,-0.001,-0.065
2018-01-09-14:06:12,-0.003,-0.064
2018-01-09-14:06:17,-0.002,-0.063
2018-01-09-14:06:22,-0.002,-0.065
2018-01-09-14:06:27,-0.001,-0.064
2018-01-09-14:06:32,-0.002,-0.062
2018-01-09-14:06:37,-0.001,-0.066
2018-01-09-14:06:42,-0.001,-0.064
2018-01-09-14:06:47,0,-0.066
2018-01-09-14:06:52,0,-0.067
2018-01-09-14:06:57,0,-0.065
2018-01-09-14:07:02,-0.001,-0.064
2018-01-09-14:07:07,-0.001,-0.067
2018-01-09-14:07:12,-0.001,-0.065
2018-01-09-14:07:17,-0.003,-0.063
2018-01-09-14:07:22,0,-0.066
2018-01-09-14:07:27,-0.001,-0.065
2018-01-09-14:07:32,0,-0.062
2018-01-09-14:07:37,-0.003,-0.065
2018-01-09-14:07:42,-0.002,-0.065
2018-01-09-14:07:47,-0.002,-0.063
2018-01-09-14:07:52,0,-0.066
2018-01-09-14:07:57,-0.001,-0.065
2018-01-09-14:08:02,-0.003,-0.064
2018-01-09-14:08:07,-0.001,-0.066
2018-01-09-14:08:12,0,-0.065
2018-01-09-14:08:17,0.001,-0.065
2018-01-09-14:08:22,0,-0.068
2018-01-09-14:08:27,-0.001,-0.066
2018-01-09-14:08:32,-0.002,-0.065
2018-01-09-14:08:37,-0.002,-0.068
2018-01-09-14:08:42,-0.003,-0.064
2018-01-09-14:08:47,-0.002,-0.064
2018-01-09-14:08:52,0,-0.066
2018-01-09-14:08:57,0,-0.063
2018-01-09-14:09:02,-0.002,-0.064
2018-01-09-14:09:07,-0.001,-0.066
2018-01-09-14:09:12,-0.002,-0.065
2018-01-09-14:09:17,-0.001,-0.063
2018-01-09-14:09:22,-0.001,-0.066
2018-01-09-14:09:27,-0.001,-0.066
2018-01-09-14:09:32,-0.002,-0.064
2018-01-09-14:09:37,0,-0.068
2018-01-09-14:09:42,0,-0.067
2018-01-09-14:09:47,-0.001,-0.066
2018-01-09-14:09:52,0,-0.068
2018-01-09-14:09:57,-0.001,-0.067
2018-01-09-14:10:02,-0.003,-0.065
2018-01-09-14:10:07,-0.002,-0.067
2018-01-09-14:10:12,-0.002,-0.065
2018-01-09-14:10:17,-0.002,-0.064
2018-01-09-14:10:22,0,-0.065
2018-01-09-14:10:27,-0.002,-0.066
2018-01-09-14:10:32,-0.002,-0.062
2018-01-09-14:10:37,-0.002,-0.068
2018-01-09-14:10:42,-0.002,-0.066
2018-01-09-14:10:47,-0.001,-0.064
2018-01-09-14:10:52,0,-0.068
2018-01-09-14:10:57,-0.002,-0.066
2018-01-09-14:11:02,-0.001,-0.065
2018-01-09-14:11:07,0.001,-0.069
2018-01-09-14:11:12,0,-0.068
2018-01-09-14:11:17,-0.001,-0.065
2018-01-09-14:11:22,-0.001,-0.069
2018-01-09-14:11:27,-0.002,-0.067
2018-01-09-14:11:32,-0.003,-0.066
2018-01-09-14:11:37,-0.001,-0.068
2018-01-09-14:11:42,-0.001,-0.065
2018-01-09-14:11:47,-0.002,-0.064
2018-01-09-14:11:52,-0.001,-0.067
2018-01-09-14:11:57,0,-0.065
2018-01-09-14:12:02,-0.001,-0.065
2018-01-09-14:12:07,0,-0.067
2018-01-09-14:12:12,-0.001,-0.065
2018-01-09-14:12:17,-0.002,-0.064
2018-01-09-14:12:22,-0.001,-0.068
2018-01-09-14:12:27,-0.001,-0.067
2018-01-09-14:12:32,0.001,-0.067
2018-01-09-14:12:37,0,-0.068
2018-01-09-14:12:42,-0.001,-0.068
2018-01-09-14:12:47,-0.002,-0.064
2018-01-09-14:12:52,-0.001,-0.068
2018-01-09-14:12:57,-0.002,-0.067
2018-01-09-14:13:02,-0.003,-0.065
2018-01-09-14:13:07,0,-0.068
2018-01-09-14:13:12,-0.001,-0.066
2018-01-09-14:13:17,-0.002,-0.066
2018-01-09-14:13:22,-0.002,-0.067
2018-01-09-14:13:27,-0.001,-0.067
2018-01-09-14:13:32,-0.003,-0.065
2018-01-09-14:13:37,-0.002,-0.069
2018-01-09-14:13:42,-0.001,-0.066
2018-01-09-14:13:47,-0.002,-0.066
2018-01-09-14:13:52,-0.001,-0.068
2018-01-09-14:13:57,0,-0.067
2018-01-09-14:14:02,-0.001,-0.067
2018-01-09-14:14:07,0,-0.07
2018-01-09-14:14:12,-0.001,-0.068
2018-01-09-14:14:17,-0.003,-0.067
2018-01-09-14:14:22,-0.001,-0.069
2018-01-09-14:14:27,-0.002,-0.066
2018-01-09-14:14:32,-0.002,-0.064
2018-01-09-14:14:37,0,-0.065
2018-01-09-14:14:42,-0.002,-0.066
2018-01-09-14:14:47,-0.002,-0.064
2018-01-09-14:14:52,-0.001,-0.068
2018-01-09-14:14:57,-0.002,-0.067
2018-01-09-14:15:02,-0.002,-0.065
2018-01-09-14:15:07,-0.001,-0.067
2018-01-09-14:15:12,-0.003,-0.068
2018-01-09-14:15:17,-0.002,-0.065
2018-01-09-14:15:22,-0.001,-0.07
2018-01-09-14:15:27,0,-0.068
2018-01-09-14:15:32,0,-0.069
2018-01-09-14:15:37,-0.002,-0.07
2018-01-09-14:15:42,-0.001,-0.068
2018-01-09-14:15:47,-0.003,-0.067
2018-01-09-14:15:52,-0.001,-0.069
2018-01-09-14:15:57,-0.001,-0.068
2018-01-09-14:16:02,0,-0.067
2018-01-09-14:16:07,0,-0.068
2018-01-09-14:16:12,-0.002,-0.067
2018-01-09-14:16:17,-0.001,-0.066
2018-01-09-14:16:22,-0.001,-0.066
2018-01-09-14:16:27,0.001,-0.067
2018-01-09-14:16:32,-0.003,-0.065
2018-01-09-14:16:37,-0.002,-0.066
2018-01-09-14:16:42,-0.001,-0.068
2018-01-09-14:16:47,0,-0.066
2018-01-09-14:16:52,-0.002,-0.066
2018-01-09-14:16:57,0,-0.069
2018-01-09-14:17:02,-0.001,-0.067
2018-01-09-14:17:07,-0.002,-0.067
2018-01-09-14:17:12,-0.001,-0.067
2018-01-09-14:17:17,-0.002,-0.064
2018-01-09-14:17:22,0.001,-0.067
2018-01-09-14:17:27,0,-0.065
2018-01-09-14:17:32,0,-0.066
2018-01-09-14:17:37,-0.002,-0.065
2018-01-09-14:17:42,-0.001,-0.067
2018-01-09-14:17:47,-0.001,-0.065
2018-01-09-14:17:52,0,-0.066
2018-01-09-14:17:57,0,-0.068
2018-01-09-14:18:02,-0.002,-0.066
2018-01-09-14:18:07,-0.002,-0.067
2018-01-09-14:18:12,-0.001,-0.068
2018-01-09-14:18:17,-0.002,-0.064
2018-01-09-14:18:22,-0.004,-0.065
2018-01-09-14:18:27,-0.003,-0.069
2018-01-09-14:18:32,-0.001,-0.066
2018-01-09-14:18:37,-0.002,-0.067
2018-01-09-14:18:42,-0.002,-0.068
2018-01-09-14:18:47,-0.002,-0.066
2018-01-09-14:18:52,-0.002,-0.067
2018-01-09-14:18:57,-0.003,-0.07
2018-01-09-14:19:02,-0.004,-0.066
2018-01-09-14:19:07,-0.002,-0.066
2018-01-09-14:19:12,0.001,-0.069
2018-01-09-14:19:17,-0.002,-0.065
2018-01-09-14:19:22,0,-0.067
2018-01-09-14:19:27,-0.002,-0.068
2018-01-09-14:19:32,-0.003,-0.065
2018-01-09-14:19:37,-0.003,-0.067
2018-01-09-14:19:42,-0.001,-0.068
2018-01-09-14:19:47,-0.003,-0.066
2018-01-09-14:19:52,0.001,-0.067
2018-01-09-14:19:57,-0.002,-0.069
2018-01-09-14:20:02,-0.001,-0.067
2018-01-09-14:20:07,-0.003,-0.066
2018-01-09-14:20:12,-0.004,-0.068
2018-01-09-14:20:17,-0.003,-0.067
2018-01-09-14:20:22,-0.001,-0.066
2018-01-09-14:20:27,-0.003,-0.071
2018-01-09-14:20:32,-0.003,-0.068
2018-01-09-14:20:37,-0.001,-0.069
2018-01-09-14:20:42,-0.001,-0.071
2018-01-09-14:20:47,-0.003,-0.067
2018-01-09-14:20:52,-0.002,-0.067
2018-01-09-14:20:57,-0.001,-0.069
2018-01-09-14:21:02,0,-0.066
2018-01-09-14:21:07,-0.001,-0.067
2018-01-09-14:21:12,-0.002,-0.069
2018-01-09-14:21:17,-0.002,-0.063
2018-01-09-14:21:22,-0.003,-0.067
2018-01-09-14:21:27,0,-0.069
2018-01-09-14:21:32,-0.001,-0.067
2018-01-09-14:21:37,-0.002,-0.067
2018-01-09-14:21:42,-0.001,-0.07
2018-01-09-14:21:47,-0.004,-0.067
2018-01-09-14:21:52,-0.001,-0.067
2018-01-09-14:21:57,-0.003,-0.068
2018-01-09-14:22:02,-0.005,-0.067
2018-01-09-14:22:07,-0.002,-0.069
2018-01-09-14:22:12,-0.002,-0.07
2018-01-09-14:22:17,-0.003,-0.067
2018-01-09-14:22:22,-0.002,-0.068
2018-01-09-14:22:27,-0.001,-0.071
2018-01-09-14:22:32,-0.003,-0.067
2018-01-09-14:22:37,-0.004,-0.067
2018-01-09-14:22:42,-0.003,-0.069
2018-01-09-14:22:47,-0.002,-0.068
2018-01-09-14:22:52,-0.002,-0.066
2018-01-09-14:22:57,-0.001,-0.068
2018-01-09-14:23:02,-0.003,-0.066
2018-01-09-14:23:07,-0.003,-0.067
2018-01-09-14:23:12,-0.002,-0.07
2018-01-09-14:23:17,-0.001,-0.067
2018-01-09-14:23:22,-0.002,-0.067
2018-01-09-14:23:27,-0.001,-0.068
2018-01-09-14:23:32,-0.002,-0.066
2018-01-09-14:23:37,-0.002,-0.067
2018-01-09-14:23:42,-0.003,-0.068
2018-01-09-14:23:47,-0.004,-0.066
2018-01-09-14:23:52,-0.004,-0.068
