Date,T1,T2
2018-01-09-11:51:27,-0.028,-0.114
2018-01-09-11:51:32,-0.029,-0.114
2018-01-09-11:51:37,-0.029,-0.113
2018-01-09-11:51:42,-0.028,-0.114
2018-01-09-11:51:47,-0.027,-0.114
2018-01-09-11:51:52,-0.03,-0.111
2018-01-09-11:51:57,-0.029,-0.113
2018-01-09-11:52:02,-0.028,-0.113
2018-01-09-11:52:07,-0.029,-0.111
2018-01-09-11:52:12,-0.029,-0.114
2018-01-09-11:52:17,-0.028,-0.115
2018-01-09-11:52:22,-0.029,-0.113
2018-01-09-11:52:27,-0.027,-0.116
2018-01-09-11:52:32,-0.027,-0.115
2018-01-09-11:52:37,-0.027,-0.113
2018-01-09-11:52:42,-0.027,-0.115
2018-01-09-11:52:47,-0.03,-0.114
2018-01-09-11:52:52,-0.03,-0.113
2018-01-09-11:52:57,-0.028,-0.116
2018-01-09-11:53:02,-0.028,-0.114
2018-01-09-11:53:07,-0.027,-0.112
2018-01-09-11:53:12,-0.028,-0.114
2018-01-09-11:53:17,-0.026,-0.113
2018-01-09-11:53:22,-0.028,-0.112
2018-01-09-11:53:27,-0.026,-0.115
2018-01-09-11:53:32,-0.028,-0.114
2018-01-09-11:53:37,-0.03,-0.111
2018-01-09-11:53:42,-0.028,-0.112
2018-01-09-11:53:47,-0.027,-0.113
2018-01-09-11:53:52,-0.028,-0.111
2018-01-09-11:53:57,-0.028,-0.112
2018-01-09-11:54:02,-0.025,-0.112
2018-01-09-11:54:07,-0.027,-0.11
2018-01-09-11:54:12,-0.028,-0.112
2018-01-09-11:54:17,-0.027,-0.114
2018-01-09-11:54:22,-0.026,-0.112
2018-01-09-11:54:27,-0.029,-0.113
2018-01-09-11:54:32,-0.03,-0.113
2018-01-09-11:54:37,-0.029,-0.111
2018-01-09-11:54:42,-0.028,-0.113
2018-01-09-11:54:47,-0.029,-0.114
2018-01-09-11:54:52,-0.028,-0.11
2018-01-09-11:54:57,-0.028,-0.112
2018-01-09-11:55:02,-0.026,-0.114
2018-01-09-11:55:07,-0.027,-0.11
2018-01-09-11:55:12,-0.026,-0.112
2018-01-09-11:55:17,-0.028,-0.112
2018-01-09-11:55:22,-0.028,-0.11
2018-01-09-11:55:27,-0.026,-0.111
2018-01-09-11:55:32,-0.026,-0.113
2018-01-09-11:55:37,-0.028,-0.11
2018-01-09-11:55:42,-0.027,-0.111
2018-01-09-11:55:47,-0.027,-0.112
2018-01-09-11:55:52,-0.028,-0.109
2018-01-09-11:55:57,-0.027,-0.111
2018-01-09-11:56:02,-0.026,-0.113
2018-01-09-11:56:07,-0.027,-0.11
2018-01-09-11:56:12,-0.03,-0.112
2018-01-09-11:56:17,-0.028,-0.113
2018-01-09-11:56:22,-0.026,-0.11
2018-01-09-11:56:27,-0.028,-0.111
2018-01-09-11:56:32,-0.027,-0.112
2018-01-09-11:56:37,-0.027,-0.109
2018-01-09-11:56:42,-0.027,-0.111
2018-01-09-11:56:47,-0.025,-0.112
2018-01-09-11:56:52,-0.027,-0.109
2018-01-09-11:56:57,-0.028,-0.11
2018-01-09-11:57:02,-0.027,-0.111
2018-01-09-11:57:07,-0.027,-0.108
2018-01-09-11:57:12,-0.025,-0.11
2018-01-09-11:57:17,-0.026,-0.111
2018-01-09-11:57:22,-0.027,-0.108
2018-01-09-11:57:27,-0.025,-0.109
2018-01-09-11:57:32,-0.025,-0.11
2018-01-09-11:57:37,-0.027,-0.113
2018-01-09-11:57:42,-0.026,-0.11
2018-01-09-11:57:47,-0.025,-0.112
2018-01-09-11:57:52,-0.028,-0.109
2018-01-09-11:57:57,-0.03,-0.11
2018-01-09-11:58:02,-0.026,-0.11
2018-01-09-11:58:07,-0.026,-0.109
2018-01-09-11:58:12,-0.027,-0.11
2018-01-09-11:58:17,-0.025,-0.109
2018-01-09-11:58:22,-0.028,-0.108
2018-01-09-11:58:27,-0.026,-0.11
2018-01-09-11:58:32,-0.025,-0.111
2018-01-09-11:58:37,-0.025,-0.108
2018-01-09-11:58:42,-0.027,-0.11
2018-01-09-11:58:47,-0.026,-0.109
2018-01-09-11:58:52,-0.026,-0.108
2018-01-09-11:58:57,-0.025,-0.109
2018-01-09-11:59:02,-0.026,-0.109
2018-01-09-11:59:07,-0.026,-0.107
2018-01-09-11:59:12,-0.026,-0.108
2018-01-09-11:59:17,-0.024,-0.11
2018-01-09-11:59:22,-0.025,-0.108
2018-01-09-11:59:27,-0.026,-0.11
2018-01-09-11:59:32,-0.024,-0.111
2018-01-09-11:59:37,-0.03,-0.109
2018-01-09-11:59:42,-0.028,-0.109
2018-01-09-11:59:47,-0.024,-0.109
2018-01-09-11:59:52,-0.026,-0.108
2018-01-09-11:59:57,-0.026,-0.108
2018-01-09-12:00:02,-0.025,-0.109
2018-01-09-12:00:07,-0.026,-0.106
2018-01-09-12:00:12,-0.024,-0.108
2018-01-09-12:00:17,-0.024,-0.109
2018-01-09-12:00:22,-0.026,-0.108
2018-01-09-12:00:27,-0.027,-0.108
2018-01-09-12:00:32,-0.025,-0.109
2018-01-09-12:00:37,-0.024,-0.106
2018-01-09-12:00:42,-0.025,-0.108
2018-01-09-12:00:47,-0.025,-0.108
2018-01-09-12:00:52,-0.024,-0.107
2018-01-09-12:00:57,-0.025,-0.108
2018-01-09-12:01:02,-0.025,-0.108
2018-01-09-12:01:07,-0.026,-0.108
2018-01-09-12:01:12,-0.025,-0.109
2018-01-09-12:01:17,-0.026,-0.108
2018-01-09-12:01:22,-0.025,-0.109
2018-01-09-12:01:27,-0.026,-0.108
2018-01-09-12:01:32,-0.024,-0.105
2018-01-09-12:01:37,-0.026,-0.107
2018-01-09-12:01:42,-0.026,-0.109
2018-01-09-12:01:47,-0.025,-0.108
2018-01-09-12:01:52,-0.026,-0.11
2018-01-09-12:01:57,-0.026,-0.106
2018-01-09-12:02:02,-0.025,-0.108
2018-01-09-12:02:07,-0.025,-0.103
2018-01-09-12:02:12,-0.025,-0.107
2018-01-09-12:02:17,-0.023,-0.106
2018-01-09-12:02:22,-0.025,-0.107
2018-01-09-12:02:27,-0.025,-0.106
2018-01-09-12:02:32,-0.026,-0.108
2018-01-09-12:02:37,-0.024,-0.108
2018-01-09-12:02:42,-0.024,-0.108
2018-01-09-12:02:47,-0.025,-0.107
2018-01-09-12:02:52,-0.025,-0.107
2018-01-09-12:02:57,-0.023,-0.108
2018-01-09-12:03:02,-0.024,-0.108
2018-01-09-12:03:07,-0.023,-0.108
2018-01-09-12:03:12,-0.024,-0.107
2018-01-09-12:03:17,-0.024,-0.107
2018-01-09-12:03:22,-0.023,-0.107
2018-01-09-12:03:27,-0.025,-0.107
2018-01-09-12:03:32,-0.023,-0.106
2018-01-09-12:03:37,-0.024,-0.108
2018-01-09-12:03:42,-0.024,-0.108
2018-01-09-12:03:47,-0.023,-0.107
2018-01-09-12:03:52,-0.024,-0.109
2018-01-09-12:03:57,-0.024,-0.107
2018-01-09-12:04:02,-0.024,-0.106
2018-01-09-12:04:07,-0.024,-0.107
2018-01-09-12:04:12,-0.024,-0.107
2018-01-09-12:04:17,-0.024,-0.108
2018-01-09-12:04:22,-0.023,-0.108
2018-01-09-12:04:27,-0.024,-0.108
2018-01-09-12:04:32,-0.025,-0.106
2018-01-09-12:04:37,-0.023,-0.107
2018-01-09-12:04:42,-0.023,-0.105
2018-01-09-12:04:47,-0.023,-0.109
2018-01-09-12:04:52,-0.023,-0.11
2018-01-09-12:04:57,-0.023,-0.109
2018-01-09-12:05:02,-0.023,-0.107
2018-01-09-12:05:07,-0.023,-0.114
2018-01-09-12:05:12,-0.023,-0.108
2018-01-09-12:05:17,-0.023,-0.105
2018-01-09-12:05:22,-0.023,-0.104
2018-01-09-12:05:27,-0.022,-0.105
2018-01-09-12:05:32,-0.021,-0.106
2018-01-09-12:05:37,-0.022,-0.108
2018-01-09-12:05:42,-0.021,-0.107
2018-01-09-12:05:47,-0.022,-0.106
2018-01-09-12:05:52,-0.022,-0.106
2018-01-09-12:05:57,-0.021,-0.107
2018-01-09-12:06:02,-0.022,-0.107
2018-01-09-12:06:07,-0.023,-0.106
2018-01-09-12:06:12,-0.022,-0.106
2018-01-09-12:06:17,-0.022,-0.107
2018-01-09-12:06:22,-0.022,-0.107
2018-01-09-12:06:27,-0.021,-0.103
2018-01-09-12:06:32,-0.021,-0.105
2018-01-09-12:06:37,-0.022,-0.107
2018-01-09-12:06:42,-0.022,-0.107
2018-01-09-12:06:47,-0.021,-0.106
2018-01-09-12:06:52,-0.022,-0.106
2018-01-09-12:06:57,-0.021,-0.106
2018-01-09-12:07:02,-0.02,-0.104
2018-01-09-12:07:07,-0.021,-0.104
2018-01-09-12:07:12,-0.021,-0.101
2018-01-09-12:07:17,-0.022,-0.104
2018-01-09-12:07:22,-0.02,-0.104
2018-01-09-12:07:27,-0.021,-0.103
2018-01-09-12:07:32,-0.02,-0.102
2018-01-09-12:07:37,-0.022,-0.103
2018-01-09-12:07:42,-0.021,-0.102
2018-01-09-12:07:47,-0.021,-0.103
2018-01-09-12:07:52,-0.02,-0.103
2018-01-09-12:07:57,-0.019,-0.102
2018-01-09-12:08:02,-0.02,-0.102
2018-01-09-12:08:07,-0.02,-0.102
2018-01-09-12:08:12,-0.02,-0.101
2018-01-09-12:08:17,-0.021,-0.103
2018-01-09-12:08:22,-0.02,-0.102
2018-01-09-12:08:27,-0.019,-0.102
2018-01-09-12:08:32,-0.02,-0.103
2018-01-09-12:08:37,-0.02,-0.102
2018-01-09-12:08:42,-0.021,-0.103
2018-01-09-12:08:47,-0.02,-0.102
2018-01-09-12:08:52,-0.019,-0.101
2018-01-09-12:08:57,-0.019,-0.102
2018-01-09-12:09:02,-0.02,-0.101
2018-01-09-12:09:07,-0.019,-0.102
2018-01-09-12:09:12,-0.02,-0.102
2018-01-09-12:09:17,-0.02,-0.101
2018-01-09-12:09:22,-0.019,-0.101
2018-01-09-12:09:27,-0.019,-0.101
2018-01-09-12:09:32,-0.019,-0.101
2018-01-09-12:09:37,-0.019,-0.101
2018-01-09-12:09:42,-0.02,-0.101
2018-01-09-12:09:47,-0.019,-0.103
2018-01-09-12:09:52,-0.018,-0.102
2018-01-09-12:09:57,-0.019,-0.101
2018-01-09-12:10:02,-0.019,-0.102
2018-01-09-12:10:07,-0.019,-0.102
2018-01-09-12:10:12,-0.019,-0.101
2018-01-09-12:10:17,-0.019,-0.101
2018-01-09-12:10:22,-0.019,-0.102
2018-01-09-12:10:27,-0.019,-0.102
2018-01-09-12:10:32,-0.019,-0.102
2018-01-09-12:10:37,-0.019,-0.102
2018-01-09-12:10:42,-0.019,-0.102
2018-01-09-12:10:47,-0.019,-0.103
2018-01-09-12:10:52,-0.018,-0.103
2018-01-09-12:10:57,-0.019,-0.102
2018-01-09-12:11:02,-0.019,-0.103
2018-01-09-12:11:07,-0.019,-0.102
2018-01-09-12:11:12,-0.019,-0.102
2018-01-09-12:11:17,-0.018,-0.102
2018-01-09-12:11:22,-0.018,-0.101
2018-01-09-12:11:27,-0.018,-0.101
2018-01-09-12:11:32,-0.018,-0.102
2018-01-09-12:11:37,-0.02,-0.102
2018-01-09-12:11:42,-0.018,-0.1
2018-01-09-12:11:47,-0.019,-0.101
2018-01-09-12:11:52,-0.018,-0.102
2018-01-09-12:11:57,-0.017,-0.101
2018-01-09-12:12:02,-0.019,-0.102
2018-01-09-12:12:07,-0.018,-0.101
2018-01-09-12:12:12,-0.018,-0.101
2018-01-09-12:12:17,-0.019,-0.101
2018-01-09-12:12:22,-0.017,-0.102
2018-01-09-12:12:27,-0.018,-0.101
2018-01-09-12:12:32,-0.018,-0.102
2018-01-09-12:12:37,-0.018,-0.101
2018-01-09-12:12:42,-0.019,-0.101
2018-01-09-12:12:47,-0.018,-0.102
2018-01-09-12:12:52,-0.02,-0.101
2018-01-09-12:12:57,-0.019,-0.101
2018-01-09-12:13:02,-0.018,-0.102
2018-01-09-12:13:07,-0.018,-0.1
2018-01-09-12:13:12,-0.018,-0.101
2018-01-09-12:13:17,-0.018,-0.101
2018-01-09-12:13:22,-0.019,-0.101
2018-01-09-12:13:27,-0.019,-0.101
2018-01-09-12:13:32,-0.019,-0.102
2018-01-09-12:13:37,-0.018,-0.1
2018-01-09-12:13:42,-0.018,-0.102
2018-01-09-12:13:47,-0.017,-0.099
2018-01-09-12:13:52,-0.017,-0.099
2018-01-09-12:13:57,-0.018,-0.101
2018-01-09-12:14:02,-0.018,-0.1
2018-01-09-12:14:07,-0.017,-0.099
2018-01-09-12:14:12,-0.017,-0.101
2018-01-09-12:14:17,-0.018,-0.1
2018-01-09-12:14:22,-0.017,-0.099
2018-01-09-12:14:27,-0.017,-0.099
2018-01-09-12:14:32,-0.017,-0.101
2018-01-09-12:14:37,-0.016,-0.101
2018-01-09-12:14:42,-0.017,-0.101
2018-01-09-12:14:47,-0.016,-0.1
2018-01-09-12:14:52,-0.016,-0.1
2018-01-09-12:14:57,-0.017,-0.1
2018-01-09-12:15:02,-0.016,-0.101
2018-01-09-12:15:07,-0.017,-0.1
2018-01-09-12:15:12,-0.016,-0.099
2018-01-09-12:15:17,-0.017,-0.101
2018-01-09-12:15:22,-0.017,-0.101
2018-01-09-12:15:27,-0.017,-0.099
2018-01-09-12:15:32,-0.017,-0.1
2018-01-09-12:15:37,-0.018,-0.099
2018-01-09-12:15:42,-0.017,-0.1
2018-01-09-12:15:47,-0.015,-0.1
2018-01-09-12:15:52,-0.015,-0.099
2018-01-09-12:15:57,-0.017,-0.099
2018-01-09-12:16:02,-0.016,-0.1
2018-01-09-12:16:07,-0.015,-0.102
2018-01-09-12:16:12,-0.019,-0.098
2018-01-09-12:16:17,-0.02,-0.101
2018-01-09-12:16:22,-0.017,-0.101
2018-01-09-12:16:27,-0.018,-0.1
2018-01-09-12:16:32,-0.018,-0.1
2018-01-09-12:16:37,-0.018,-0.101
2018-01-09-12:16:42,-0.018,-0.097
2018-01-09-12:16:47,-0.018,-0.098
2018-01-09-12:16:52,-0.017,-0.1
2018-01-09-12:16:57,-0.019,-0.099
2018-01-09-12:17:02,-0.017,-0.099
2018-01-09-12:17:07,-0.018,-0.101
2018-01-09-12:17:12,-0.019,-0.099
2018-01-09-12:17:17,-0.017,-0.101
2018-01-09-12:17:22,-0.017,-0.101
2018-01-09-12:17:27,-0.016,-0.101
2018-01-09-12:17:32,-0.017,-0.101
2018-01-09-12:17:37,-0.02,-0.101
2018-01-09-12:17:42,-0.019,-0.099
2018-01-09-12:17:47,-0.018,-0.101
2018-01-09-12:17:52,-0.017,-0.101
2018-01-09-12:17:57,-0.017,-0.099
2018-01-09-12:18:02,-0.016,-0.099
2018-01-09-12:18:07,-0.017,-0.099
2018-01-09-12:18:12,-0.018,-0.097
2018-01-09-12:18:17,-0.016,-0.1
2018-01-09-12:18:22,-0.015,-0.1
2018-01-09-12:18:27,-0.018,-0.099
2018-01-09-12:18:32,-0.018,-0.101
2018-01-09-12:18:37,-0.017,-0.101
2018-01-09-12:18:42,-0.017,-0.098
2018-01-09-12:18:47,-0.016,-0.101
2018-01-09-12:18:52,-0.014,-0.102
2018-01-09-12:18:57,-0.019,-0.099
2018-01-09-12:19:02,-0.02,-0.1
2018-01-09-12:19:07,-0.017,-0.1
2018-01-09-12:19:12,-0.019,-0.099
2018-01-09-12:19:17,-0.017,-0.1
2018-01-09-12:19:22,-0.016,-0.101
2018-01-09-12:19:27,-0.019,-0.098
2018-01-09-12:19:32,-0.017,-0.099
2018-01-09-12:19:37,-0.017,-0.099
2018-01-09-12:19:42,-0.017,-0.098
2018-01-09-12:19:47,-0.017,-0.1
2018-01-09-12:19:52,-0.018,-0.101
2018-01-09-12:19:57,-0.019,-0.098
2018-01-09-12:20:02,-0.016,-0.101
2018-01-09-12:20:07,-0.016,-0.101
2018-01-09-12:20:12,-0.017,-0.1
2018-01-09-12:20:17,-0.016,-0.101
2018-01-09-12:20:22,-0.018,-0.1
2018-01-09-12:20:27,-0.019,-0.098
2018-01-09-12:20:32,-0.018,-0.101
2018-01-09-12:20:37,-0.016,-0.1
2018-01-09-12:20:42,-0.018,-0.098
2018-01-09-12:20:47,-0.017,-0.099
2018-01-09-12:20:52,-0.017,-0.099
2018-01-09-12:20:57,-0.017,-0.096
2018-01-09-12:21:02,-0.017,-0.099
2018-01-09-12:21:07,-0.016,-0.1
2018-01-09-12:21:12,-0.018,-0.097
2018-01-09-12:21:17,-0.017,-0.101
2018-01-09-12:21:22,-0.017,-0.105
2018-01-09-12:21:27,-0.017,-0.097
2018-01-09-12:21:32,-0.016,-0.099
2018-01-09-12:21:37,-0.016,-0.101
2018-01-09-12:21:42,-0.017,-0.1
2018-01-09-12:21:47,-0.018,-0.1
2018-01-09-12:21:52,-0.016,-0.1
2018-01-09-12:21:57,-0.018,-0.097
2018-01-09-12:22:02,-0.017,-0.1
2018-01-09-12:22:07,-0.016,-0.1
2018-01-09-12:22:12,-0.017,-0.098
2018-01-09-12:22:17,-0.017,-0.099
2018-01-09-12:22:22,-0.016,-0.099
2018-01-09-12:22:27,-0.015,-0.098
2018-01-09-12:22:32,-0.016,-0.1
2018-01-09-12:22:37,-0.017,-0.1
2018-01-09-12:22:42,-0.017,-0.098
2018-01-09-12:22:47,-0.017,-0.1
2018-01-09-12:22:52,-0.016,-0.1
2018-01-09-12:22:57,-0.017,-0.099
2018-01-09-12:23:02,-0.014,-0.102
2018-01-09-12:23:07,-0.017,-0.101
2018-01-09-12:23:12,-0.019,-0.098
2018-01-09-12:23:17,-0.018,-0.101
2018-01-09-12:23:22,-0.017,-0.1
2018-01-09-12:23:27,-0.018,-0.097
2018-01-09-12:23:32,-0.017,-0.1
2018-01-09-12:23:37,-0.016,-0.099
2018-01-09-12:23:42,-0.019,-0.097
2018-01-09-12:23:47,-0.017,-0.099
2018-01-09-12:23:52,-0.014,-0.099
2018-01-09-12:23:57,-0.018,-0.098
2018-01-09-12:24:02,-0.019,-0.1
2018-01-09-12:24:07,-0.017,-0.101
2018-01-09-12:24:12,-0.017,-0.099
2018-01-09-12:24:17,-0.015,-0.101
2018-01-09-12:24:22,-0.015,-0.1
2018-01-09-12:24:27,-0.016,-0.099
2018-01-09-12:24:32,-0.017,-0.1
2018-01-09-12:24:37,-0.018,-0.1
2018-01-09-12:24:42,-0.017,-0.099
2018-01-09-12:24:47,-0.016,-0.1
2018-01-09-12:24:52,-0.016,-0.099
2018-01-09-12:24:57,-0.017,-0.098
2018-01-09-12:25:02,-0.016,-0.099
2018-01-09-12:25:07,-0.019,-0.098
2018-01-09-12:25:12,-0.016,-0.098
2018-01-09-12:25:17,-0.017,-0.1
2018-01-09-12:25:22,-0.016,-0.099
2018-01-09-12:25:27,-0.017,-0.097
2018-01-09-12:25:32,-0.015,-0.1
2018-01-09-12:25:37,-0.017,-0.1
2018-01-09-12:25:42,-0.016,-0.099
2018-01-09-12:25:47,-0.014,-0.102
2018-01-09-12:25:52,-0.015,-0.101
2018-01-09-12:25:57,-0.019,-0.098
2018-01-09-12:26:02,-0.017,-0.101
2018-01-09-12:26:07,-0.017,-0.102
2018-01-09-12:26:12,-0.016,-0.098
2018-01-09-12:26:17,-0.015,-0.1
2018-01-09-12:26:22,-0.017,-0.098
2018-01-09-12:26:27,-0.016,-0.096
2018-01-09-12:26:32,-0.016,-0.098
2018-01-09-12:26:37,-0.015,-0.099
2018-01-09-12:26:42,-0.016,-0.098
2018-01-09-12:26:47,-0.017,-0.1
2018-01-09-12:26:52,-0.017,-0.099
2018-01-09-12:26:57,-0.016,-0.098
2018-01-09-12:27:02,-0.016,-0.101
2018-01-09-12:27:07,-0.015,-0.101
2018-01-09-12:27:12,-0.015,-0.099
2018-01-09-12:27:17,-0.016,-0.101
2018-01-09-12:27:22,-0.018,-0.1
2018-01-09-12:27:27,-0.017,-0.098
2018-01-09-12:27:32,-0.017,-0.101
2018-01-09-12:27:37,-0.015,-0.099
2018-01-09-12:27:42,-0.015,-0.097
2018-01-09-12:27:47,-0.017,-0.099
2018-01-09-12:27:52,-0.016,-0.097
2018-01-09-12:27:57,-0.016,-0.096
2018-01-09-12:28:02,-0.014,-0.1
2018-01-09-12:28:07,-0.016,-0.099
2018-01-09-12:28:12,-0.017,-0.098
2018-01-09-12:28:17,-0.017,-0.101
2018-01-09-12:28:22,-0.016,-0.099
2018-01-09-12:28:27,-0.016,-0.098
2018-01-09-12:28:32,-0.014,-0.102
2018-01-09-12:28:37,-0.015,-0.101
2018-01-09-12:28:42,-0.019,-0.098
2018-01-09-12:28:47,-0.018,-0.1
2018-01-09-12:28:52,-0.017,-0.101
2018-01-09-12:28:57,-0.017,-0.097
2018-01-09-12:29:02,-0.016,-0.1
2018-01-09-12:29:07,-0.016,-0.1
2018-01-09-12:29:12,-0.018,-0.096
2018-01-09-12:29:17,-0.016,-0.098
2018-01-09-12:29:22,-0.017,-0.099
2018-01-09-12:29:27,-0.014,-0.098
2018-01-09-12:29:32,-0.015,-0.099
2018-01-09-12:29:37,-0.017,-0.1
2018-01-09-12:29:42,-0.018,-0.097
2018-01-09-12:29:47,-0.017,-0.1
2018-01-09-12:29:52,-0.016,-0.1
2018-01-09-12:29:57,-0.014,-0.1
2018-01-09-12:30:02,-0.016,-0.101
2018-01-09-12:30:07,-0.018,-0.1
2018-01-09-12:30:12,-0.018,-0.098
2018-01-09-12:30:17,-0.017,-0.1
2018-01-09-12:30:22,-0.016,-0.099
2018-01-09-12:30:27,-0.015,-0.098
2018-01-09-12:30:32,-0.015,-0.098
2018-01-09-12:30:37,-0.016,-0.097
2018-01-09-12:30:42,-0.016,-0.095
2018-01-09-12:30:47,-0.015,-0.099
2018-01-09-12:30:52,-0.016,-0.098
2018-01-09-12:30:57,-0.017,-0.096
2018-01-09-12:31:02,-0.016,-0.099
2018-01-09-12:31:07,-0.017,-0.099
2018-01-09-12:31:12,-0.018,-0.097
2018-01-09-12:31:17,-0.018,-0.099
2018-01-09-12:31:22,-0.016,-0.097
2018-01-09-12:31:27,-0.016,-0.097
2018-01-09-12:31:32,-0.017,-0.098
2018-01-09-12:31:37,-0.017,-0.097
2018-01-09-12:31:42,-0.017,-0.097
2018-01-09-12:31:47,-0.016,-0.099
2018-01-09-12:31:52,-0.016,-0.097
2018-01-09-12:31:57,-0.015,-0.096
2018-01-09-12:32:02,-0.016,-0.098
2018-01-09-12:32:07,-0.016,-0.096
2018-01-09-12:32:12,-0.016,-0.096
2018-01-09-12:32:17,-0.017,-0.099
2018-01-09-12:32:22,-0.016,-0.096
2018-01-09-12:32:27,-0.017,-0.097
2018-01-09-12:32:32,-0.016,-0.099
2018-01-09-12:32:37,-0.016,-0.097
2018-01-09-12:32:42,-0.017,-0.097
2018-01-09-12:32:47,-0.015,-0.1
2018-01-09-12:32:52,-0.016,-0.098
2018-01-09-12:32:57,-0.019,-0.097
2018-01-09-12:33:02,-0.018,-0.097
2018-01-09-12:33:07,-0.017,-0.097
2018-01-09-12:33:12,-0.017,-0.097
2018-01-09-12:33:17,-0.017,-0.097
2018-01-09-12:33:22,-0.017,-0.096
2018-01-09-12:33:27,-0.017,-0.096
2018-01-09-12:33:32,-0.016,-0.097
2018-01-09-12:33:37,-0.015,-0.097
2018-01-09-12:33:42,-0.018,-0.096
2018-01-09-12:33:47,-0.017,-0.098
2018-01-09-12:33:52,-0.017,-0.096
2018-01-09-12:33:57,-0.015,-0.095
2018-01-09-12:34:02,-0.015,-0.097
2018-01-09-12:34:07,-0.017,-0.096
2018-01-09-12:34:12,-0.017,-0.096
2018-01-09-12:34:17,-0.016,-0.099
2018-01-09-12:34:22,-0.017,-0.096
2018-01-09-12:34:27,-0.018,-0.097
2018-01-09-12:34:32,-0.016,-0.099
2018-01-09-12:34:37,-0.017,-0.098
2018-01-09-12:34:42,-0.021,-0.096
2018-01-09-12:34:47,-0.017,-0.098
2018-01-09-12:34:52,-0.016,-0.097
2018-01-09-12:34:57,-0.018,-0.096
2018-01-09-12:35:02,-0.015,-0.096
2018-01-09-12:35:07,-0.017,-0.097
2018-01-09-12:35:12,-0.017,-0.096
2018-01-09-12:35:17,-0.017,-0.098
2018-01-09-12:35:22,-0.014,-0.097
2018-01-09-12:35:27,-0.016,-0.096
2018-01-09-12:35:32,-0.016,-0.097
2018-01-09-12:35:37,-0.017,-0.095
2018-01-09-12:35:42,-0.016,-0.095
2018-01-09-12:35:47,-0.016,-0.097
2018-01-09-12:35:52,-0.018,-0.095
2018-01-09-12:35:57,-0.017,-0.096
2018-01-09-12:36:02,-0.015,-0.097
2018-01-09-12:36:07,-0.016,-0.096
2018-01-09-12:36:12,-0.018,-0.095
2018-01-09-12:36:17,-0.016,-0.099
2018-01-09-12:36:22,-0.018,-0.096
2018-01-09-12:36:27,-0.021,-0.095
2018-01-09-12:36:32,-0.017,-0.097
2018-01-09-12:36:37,-0.016,-0.097
2018-01-09-12:36:42,-0.018,-0.095
2018-01-09-12:36:47,-0.017,-0.096
2018-01-09-12:36:52,-0.016,-0.095
2018-01-09-12:36:57,-0.017,-0.095
2018-01-09-12:37:02,-0.016,-0.097
2018-01-09-12:37:07,-0.015,-0.097
2018-01-09-12:37:12,-0.016,-0.094
2018-01-09-12:37:17,-0.018,-0.096
2018-01-09-12:37:22,-0.017,-0.095
2018-01-09-12:37:27,-0.015,-0.093
2018-01-09-12:37:32,-0.014,-0.096
2018-01-09-12:37:37,-0.018,-0.095
2018-01-09-12:37:42,-0.017,-0.095
2018-01-09-12:37:47,-0.016,-0.097
2018-01-09-12:37:52,-0.018,-0.096
2018-01-09-12:37:57,-0.018,-0.095
2018-01-09-12:38:02,-0.016,-0.098
2018-01-09-12:38:07,-0.019,-0.096
2018-01-09-12:38:12,-0.021,-0.095
2018-01-09-12:38:17,-0.017,-0.096
2018-01-09-12:38:22,-0.016,-0.096
2018-01-09-12:38:27,-0.018,-0.094
2018-01-09-12:38:32,-0.017,-0.096
2018-01-09-12:38:37,-0.017,-0.096
2018-01-09-12:38:42,-0.018,-0.094
2018-01-09-12:38:47,-0.016,-0.097
2018-01-09-12:38:52,-0.015,-0.097
2018-01-09-12:38:57,-0.018,-0.094
2018-01-09-12:39:02,-0.016,-0.096
2018-01-09-12:39:07,-0.016,-0.095
2018-01-09-12:39:12,-0.017,-0.094
2018-01-09-12:39:17,-0.016,-0.094
2018-01-09-12:39:22,-0.019,-0.094
2018-01-09-12:39:27,-0.016,-0.095
2018-01-09-12:39:32,-0.017,-0.096
2018-01-09-12:39:37,-0.017,-0.094
2018-01-09-12:39:42,-0.017,-0.094
2018-01-09-12:39:47,-0.015,-0.097
2018-01-09-12:39:52,-0.019,-0.097
2018-01-09-12:39:57,-0.02,-0.095
2018-01-09-12:40:02,-0.018,-0.096
2018-01-09-12:40:07,-0.015,-0.095
2018-01-09-12:40:12,-0.018,-0.092
2018-01-09-12:40:17,-0.017,-0.095
2018-01-09-12:40:22,-0.018,-0.094
2018-01-09-12:40:27,-0.018,-0.093
2018-01-09-12:40:32,-0.015,-0.097
2018-01-09-12:40:37,-0.015,-0.096
2018-01-09-12:40:42,-0.017,-0.093
2018-01-09-12:40:47,-0.016,-0.094
2018-01-09-12:40:52,-0.017,-0.094
2018-01-09-12:40:57,-0.017,-0.093
2018-01-09-12:41:02,-0.015,-0.093
2018-01-09-12:41:07,-0.017,-0.094
2018-01-09-12:41:12,-0.017,-0.093
2018-01-09-12:41:17,-0.017,-0.094
2018-01-09-12:41:22,-0.017,-0.093
2018-01-09-12:41:27,-0.017,-0.093
2018-01-09-12:41:32,-0.014,-0.096
2018-01-09-12:41:37,-0.017,-0.095
2018-01-09-12:41:42,-0.019,-0.092
2018-01-09-12:41:47,-0.015,-0.094
2018-01-09-12:41:52,-0.015,-0.095
2018-01-09-12:41:57,-0.016,-0.092
2018-01-09-12:42:02,-0.016,-0.093
